!Gene list based on the Araport11 genome release
!Release date of annotation: June 2016 
!Annotated by: Araport at J. Craig Ventner Institute
name	gene_model_type
AT1G05840	protein_coding
AT1G05843	long_noncoding_rna
AT1G05847	long_noncoding_rna
AT1G05850	protein_coding
AT1G05853	small_nuclear_rna
AT1G05857	long_noncoding_rna
AT1G05860	protein_coding
AT1G05863	long_noncoding_rna
AT1G05867	antisense_long_noncoding_rna
AT1G05870	protein_coding
AT1G05873	antisense_long_noncoding_rna
AT1G05880	protein_coding
AT1G05887	long_noncoding_rna
AT1G05890	protein_coding
AT1G05893	long_noncoding_rna
AT1G05894	protein_coding
AT1G05897	long_noncoding_rna
AT1G05900	protein_coding
AT1G05903	long_noncoding_rna
AT1G05907	small_nucleolar_rna
AT1G05910	protein_coding
AT1G05913	long_noncoding_rna
AT1G05917	small_nucleolar_rna
AT1G05920	protein_coding
AT1G05927	antisense_long_noncoding_rna
AT1G05930	protein_coding
AT1G05933	antisense_long_noncoding_rna
AT1G05937	long_noncoding_rna
AT1G05940	protein_coding
AT1G05943	long_noncoding_rna
AT1G05947	long_noncoding_rna
AT1G05950	protein_coding
AT1G05953	long_noncoding_rna
AT1G05957	long_noncoding_rna
AT1G05960	protein_coding
AT1G05963	long_noncoding_rna
AT1G05967	long_noncoding_rna
AT1G05970	protein_coding
AT1G05973	antisense_long_noncoding_rna
AT1G05977	antisense_long_noncoding_rna
AT1G05980	pre_trna
AT1G05983	long_noncoding_rna
AT1G05987	long_noncoding_rna
AT1G05990	protein_coding
AT1G05993	small_nucleolar_rna
AT1G05997	small_nucleolar_rna
AT1G06000	protein_coding
AT1G06002	antisense_long_noncoding_rna
AT1G06003	antisense_long_noncoding_rna
AT1G06007	long_noncoding_rna
AT1G06010	protein_coding
AT1G06013	long_noncoding_rna
AT1G06017	antisense_long_noncoding_rna
AT1G06020	protein_coding
AT1G06023	long_noncoding_rna
AT1G06027	long_noncoding_rna
AT1G06030	protein_coding
AT1G06033	small_nucleolar_rna
AT1G06037	long_noncoding_rna
AT1G06040	protein_coding
AT1G06043	long_noncoding_rna
AT1G06045	protein_coding
AT1G06047	long_noncoding_rna
AT1G06050	protein_coding
AT1G06053	long_noncoding_rna
AT1G06057	long_noncoding_rna
AT1G06060	protein_coding
AT1G06063	long_noncoding_rna
AT1G06067	long_noncoding_rna
AT1G06070	protein_coding
AT1G06073	long_noncoding_rna
AT1G06080	protein_coding
AT1G06083	antisense_long_noncoding_rna
AT1G06087	small_nucleolar_rna
AT1G06090	protein_coding
AT1G06093	long_noncoding_rna
AT1G06097	long_noncoding_rna
AT1G06100	protein_coding
AT1G06103	long_noncoding_rna
AT1G06110	protein_coding
AT1G06113	long_noncoding_rna
AT1G06117	long_noncoding_rna
AT1G06120	protein_coding
AT1G06123	long_noncoding_rna
AT1G06127	long_noncoding_rna
AT1G06130	protein_coding
AT1G06133	long_noncoding_rna
AT1G06135	protein_coding
AT1G06137	protein_coding
AT1G06140	protein_coding
AT1G06143	protein_coding
AT1G06147	long_noncoding_rna
AT1G06148	protein_coding
AT1G06150	protein_coding
AT1G06153	antisense_long_noncoding_rna
AT1G06157	long_noncoding_rna
AT1G06160	protein_coding
AT1G06163	long_noncoding_rna
AT1G06170	protein_coding
AT1G06173	long_noncoding_rna
AT1G06177	long_noncoding_rna
AT1G06180	protein_coding
AT1G06187	long_noncoding_rna
AT1G06190	protein_coding
AT1G06197	long_noncoding_rna
AT1G06200	protein_coding
AT1G06203	long_noncoding_rna
AT1G06207	antisense_long_noncoding_rna
AT1G06210	protein_coding
AT1G06213	antisense_long_noncoding_rna
AT1G06217	antisense_long_noncoding_rna
AT1G06220	protein_coding
AT1G06225	protein_coding
AT1G06227	antisense_long_noncoding_rna
AT1G06230	protein_coding
AT1G06233	small_nucleolar_rna
AT1G06237	small_nucleolar_rna
AT1G06240	protein_coding
AT1G06243	small_nucleolar_rna
AT1G06247	small_nucleolar_rna
AT1G06250	protein_coding
AT1G06253	small_nucleolar_rna
AT1G06257	antisense_long_noncoding_rna
AT1G06260	protein_coding
AT1G06263	small_nucleolar_rna
AT1G06265	antisense_long_noncoding_rna
AT1G06267	small_nucleolar_rna
AT1G06270	protein_coding
AT1G06273	small_nucleolar_rna
AT1G06277	small_nucleolar_rna
AT1G06280	protein_coding
AT1G06283	small_nucleolar_rna
AT1G06287	long_noncoding_rna
AT1G06290	protein_coding
AT1G06293	long_noncoding_rna
AT1G06297	long_noncoding_rna
AT1G06303	long_noncoding_rna
AT1G06307	long_noncoding_rna
AT1G06310	protein_coding
AT1G06313	long_noncoding_rna
AT1G06317	long_noncoding_rna
AT1G06320	protein_coding
AT1G06323	long_noncoding_rna
AT1G06327	long_noncoding_rna
AT1G06330	protein_coding
AT1G06333	long_noncoding_rna
AT1G06337	antisense_long_noncoding_rna
AT1G06340	protein_coding
AT1G06343	long_noncoding_rna
AT1G06347	long_noncoding_rna
AT1G06350	protein_coding
AT1G06353	long_noncoding_rna
AT1G06357	long_noncoding_rna
AT1G06360	protein_coding
AT1G06363	long_noncoding_rna
AT1G06370	pseudogene
AT1G06373	long_noncoding_rna
AT1G06377	long_noncoding_rna
AT1G06380	protein_coding
AT1G06383	long_noncoding_rna
AT1G06387	long_noncoding_rna
AT1G06390	protein_coding
AT1G06393	long_noncoding_rna
AT1G06397	small_nucleolar_rna
AT1G06400	protein_coding
AT1G06403	long_noncoding_rna
AT1G06407	long_noncoding_rna
AT1G06410	protein_coding
AT1G06413	long_noncoding_rna
AT1G06417	long_noncoding_rna
AT1G06420	protein_coding
AT1G06423	antisense_long_noncoding_rna
AT1G06427	long_noncoding_rna
AT1G06430	protein_coding
AT1G06433	long_noncoding_rna
AT1G06437	long_noncoding_rna
AT1G06440	protein_coding
AT1G06443	long_noncoding_rna
AT1G06447	long_noncoding_rna
AT1G06450	protein_coding
AT1G06453	small_nucleolar_rna
AT1G06457	small_nucleolar_rna
AT1G06460	protein_coding
AT1G06463	small_nucleolar_rna
AT1G06467	small_nucleolar_rna
AT1G06470	protein_coding
AT1G06473	long_noncoding_rna
AT1G06475	protein_coding
AT1G06480	pre_trna
AT1G06483	long_noncoding_rna
AT1G06487	long_noncoding_rna
AT1G06490	protein_coding
AT1G06493	long_noncoding_rna
AT1G06497	long_noncoding_rna
AT1G06500	protein_coding
AT1G06507	long_noncoding_rna
AT1G06510	protein_coding
AT1G06513	long_noncoding_rna
AT1G06515	protein_coding
AT1G06517	long_noncoding_rna
AT1G06520	protein_coding
AT1G06523	miRNA_primary_transcript
AT1G06527	long_noncoding_rna
AT1G06530	protein_coding
AT1G06533	long_noncoding_rna
AT1G06537	long_noncoding_rna
AT1G06540	protein_coding
AT1G06543	long_noncoding_rna
AT1G06547	small_nucleolar_rna
AT1G06550	protein_coding
AT1G06553	small_nucleolar_rna
AT1G06557	long_noncoding_rna
AT1G06560	protein_coding
AT1G06567	long_noncoding_rna
AT1G06570	protein_coding
AT1G06573	antisense_long_noncoding_rna
AT1G06577	long_noncoding_rna
AT1G06580	protein_coding
AT1G06583	long_noncoding_rna
AT1G06587	long_noncoding_rna
AT1G06590	protein_coding
AT1G06593	long_noncoding_rna
AT1G06597	miRNA_primary_transcript
AT1G06603	long_noncoding_rna
AT1G06607	long_noncoding_rna
AT1G06610	pre_trna
AT1G06613	long_noncoding_rna
AT1G06617	long_noncoding_rna
AT1G06620	protein_coding
AT1G06623	miRNA_primary_transcript
AT1G06627	long_noncoding_rna
AT1G06630	protein_coding
AT1G06633	long_noncoding_rna
AT1G06637	long_noncoding_rna
AT1G06640	protein_coding
AT1G06643	miRNA_primary_transcript
AT1G06645	protein_coding
AT1G06647	miRNA_primary_transcript
AT1G06650	protein_coding
AT1G06653	miRNA_primary_transcript
AT1G06657	long_noncoding_rna
AT1G06660	protein_coding
AT1G06663	long_noncoding_rna
AT1G06667	small_nucleolar_rna
AT1G06670	protein_coding
AT1G06673	small_nucleolar_rna
AT1G06677	other_rna
AT1G06680	protein_coding
AT1G06683	long_noncoding_rna
AT1G06687	long_noncoding_rna
AT1G06690	protein_coding
AT1G06693	long_noncoding_rna
AT1G06697	long_noncoding_rna
AT1G06700	protein_coding
AT1G06703	long_noncoding_rna
AT1G06707	long_noncoding_rna
AT1G06710	protein_coding
AT1G06713	long_noncoding_rna
AT1G06717	antisense_long_noncoding_rna
AT1G06720	protein_coding
AT1G06723	long_noncoding_rna
AT1G06727	long_noncoding_rna
AT1G06730	protein_coding
AT1G06733	long_noncoding_rna
AT1G06737	long_noncoding_rna
AT1G06740	protein_coding
AT1G06743	long_noncoding_rna
AT1G06747	long_noncoding_rna
AT1G06750	protein_coding
AT1G06753	antisense_long_noncoding_rna
AT1G06757	long_noncoding_rna
AT1G06760	protein_coding
AT1G06763	novel_transcribed_region
AT1G06770	protein_coding
AT1G06773	long_noncoding_rna
AT1G06777	long_noncoding_rna
AT1G06780	protein_coding
AT1G06783	long_noncoding_rna
AT1G06787	antisense_long_noncoding_rna
AT1G06790	protein_coding
AT1G06797	other_rna
AT1G06800	protein_coding
AT1G06810	protein_coding
AT1G06817	long_noncoding_rna
AT1G06820	protein_coding
AT1G06823	long_noncoding_rna
AT1G06827	long_noncoding_rna
AT1G06830	protein_coding
AT1G06833	novel_transcribed_region
AT1G06837	long_noncoding_rna
AT1G06840	protein_coding
AT1G06850	protein_coding
AT1G06853	long_noncoding_rna
AT1G06857	long_noncoding_rna
AT1G06860	pre_trna
AT1G06863	long_noncoding_rna
AT1G06867	long_noncoding_rna
AT1G06870	protein_coding
AT1G06873	small_nuclear_rna
AT1G06877	small_nuclear_rna
AT1G06880	pre_trna
AT1G06883	long_noncoding_rna
AT1G06890	protein_coding
AT1G06897	long_noncoding_rna
AT1G06900	protein_coding
AT1G06903	miRNA_primary_transcript
AT1G06907	long_noncoding_rna
AT1G06910	protein_coding
AT1G06913	long_noncoding_rna
AT1G06917	long_noncoding_rna
AT1G06920	protein_coding
AT1G06923	protein_coding
AT1G06925	protein_coding
AT1G06927	long_noncoding_rna
AT1G06930	protein_coding
AT1G06933	long_noncoding_rna
AT1G06937	long_noncoding_rna
AT1G06943	long_noncoding_rna
AT1G06947	long_noncoding_rna
AT1G06950	protein_coding
AT1G06953	long_noncoding_rna
AT1G06957	long_noncoding_rna
AT1G06960	protein_coding
AT1G06963	long_noncoding_rna
AT1G06967	long_noncoding_rna
AT1G06970	protein_coding
AT1G06973	long_noncoding_rna
AT1G06977	antisense_long_noncoding_rna
AT1G06980	protein_coding
AT1G06983	long_noncoding_rna
AT1G06987	long_noncoding_rna
AT1G06990	protein_coding
AT1G06993	long_noncoding_rna
AT1G06997	long_noncoding_rna
AT1G07000	protein_coding
AT1G07003	long_noncoding_rna
AT1G07007	long_noncoding_rna
AT1G07010	protein_coding
AT1G07013	long_noncoding_rna
AT1G07017	long_noncoding_rna
AT1G07020	protein_coding
AT1G07023	long_noncoding_rna
AT1G07025	protein_coding
AT1G07027	long_noncoding_rna
AT1G07030	protein_coding
AT1G07040	protein_coding
AT1G07050	protein_coding
AT1G07051	miRNA_primary_transcript
AT1G07060	protein_coding
AT1G07070	protein_coding
AT1G07080	protein_coding
AT1G07090	protein_coding
AT1G07100	pre_trna
AT1G07110	protein_coding
AT1G07117	long_noncoding_rna
AT1G07119	antisense_long_noncoding_rna
AT1G07120	protein_coding
AT1G07123	long_noncoding_rna
AT1G07127	long_noncoding_rna
AT1G07128	antisense_long_noncoding_rna
AT1G07130	protein_coding
AT1G07133	long_noncoding_rna
AT1G07135	protein_coding
AT1G07137	miRNA_primary_transcript
AT1G07140	protein_coding
AT1G07143	long_noncoding_rna
AT1G07147	long_noncoding_rna
AT1G07150	protein_coding
AT1G07157	long_noncoding_rna
AT1G07160	protein_coding
AT1G07163	long_noncoding_rna
AT1G07167	long_noncoding_rna
AT1G07170	protein_coding
AT1G07173	long_noncoding_rna
AT1G07175	protein_coding
AT1G07177	long_noncoding_rna
AT1G07180	protein_coding
AT1G07183	long_noncoding_rna
AT1G07187	long_noncoding_rna
AT1G07190	protein_coding
AT1G07193	long_noncoding_rna
AT1G07197	long_noncoding_rna
AT1G07200	protein_coding
AT1G07203	novel_transcribed_region
AT1G07210	protein_coding
AT1G07220	protein_coding
AT1G07230	protein_coding
AT1G07233	long_noncoding_rna
AT1G07237	long_noncoding_rna
AT1G07240	protein_coding
AT1G07243	miRNA_primary_transcript
AT1G07247	long_noncoding_rna
AT1G07250	protein_coding
AT1G07253	long_noncoding_rna
AT1G07257	other_rna
AT1G07260	protein_coding
AT1G07263	long_noncoding_rna
AT1G07267	long_noncoding_rna
AT1G07270	protein_coding
AT1G07273	long_noncoding_rna
AT1G07277	long_noncoding_rna
AT1G07280	protein_coding
AT1G07283	miRNA_primary_transcript
AT1G07287	long_noncoding_rna
AT1G07290	protein_coding
AT1G07293	long_noncoding_rna
AT1G07297	long_noncoding_rna
AT1G07300	protein_coding
AT1G07303	long_noncoding_rna
AT1G07310	protein_coding
AT1G07313	long_noncoding_rna
AT1G07317	long_noncoding_rna
AT1G07320	protein_coding
AT1G07323	long_noncoding_rna
AT1G07327	long_noncoding_rna
AT1G07330	protein_coding
AT1G07333	long_noncoding_rna
AT1G07337	long_noncoding_rna
AT1G07340	protein_coding
AT1G07343	long_noncoding_rna
AT1G07347	long_noncoding_rna
AT1G07350	protein_coding
AT1G07353	long_noncoding_rna
AT1G07357	miRNA_primary_transcript
AT1G07360	protein_coding
AT1G07367	long_noncoding_rna
AT1G07370	protein_coding
AT1G07373	long_noncoding_rna
AT1G07380	protein_coding
AT1G07383	long_noncoding_rna
AT1G07390	protein_coding
AT1G07393	small_nucleolar_rna
AT1G07397	long_noncoding_rna
AT1G07400	protein_coding
AT1G07407	long_noncoding_rna
AT1G07410	protein_coding
AT1G07413	long_noncoding_rna
AT1G07417	long_noncoding_rna
AT1G07420	protein_coding
AT1G07423	long_noncoding_rna
AT1G07430	protein_coding
AT1G07433	long_noncoding_rna
AT1G07437	long_noncoding_rna
AT1G07440	protein_coding
AT1G07443	novel_transcribed_region
AT1G07447	long_noncoding_rna
AT1G07450	protein_coding
AT1G07453	long_noncoding_rna
AT1G07457	long_noncoding_rna
AT1G07460	protein_coding
AT1G07463	long_noncoding_rna
AT1G07467	long_noncoding_rna
AT1G07470	protein_coding
AT1G07473	protein_coding
AT1G07476	protein_coding
AT1G07477	antisense_long_noncoding_rna
AT1G07480	protein_coding
AT1G07483	long_noncoding_rna
AT1G07485	protein_coding
AT1G07487	small_nucleolar_rna
AT1G07490	protein_coding
AT1G07493	long_noncoding_rna
AT1G07497	long_noncoding_rna
AT1G07500	protein_coding
AT1G07503	long_noncoding_rna
AT1G07507	other_rna
AT1G07510	protein_coding
AT1G07513	antisense_long_noncoding_rna
AT1G07517	antisense_long_noncoding_rna
AT1G07520	protein_coding
AT1G07523	long_noncoding_rna
AT1G07527	long_noncoding_rna
AT1G07530	protein_coding
AT1G07533	long_noncoding_rna
AT1G07537	small_nuclear_rna
AT1G07540	protein_coding
AT1G07543	antisense_rna
AT1G07547	antisense_long_noncoding_rna
AT1G07550	protein_coding
AT1G07553	long_noncoding_rna
AT1G07557	long_noncoding_rna
AT1G07560	protein_coding
AT1G07563	antisense_long_noncoding_rna
AT1G07567	antisense_long_noncoding_rna
AT1G07570	protein_coding
AT1G07573	long_noncoding_rna
AT1G07577	novel_transcribed_region
AT1G07580	pre_trna
AT1G07583	long_noncoding_rna
AT1G07587	antisense_long_noncoding_rna
AT1G07590	protein_coding
AT1G07593	small_nucleolar_rna
AT1G07597	long_noncoding_rna
AT1G07600	protein_coding
AT1G07603	antisense_long_noncoding_rna
AT1G07607	antisense_long_noncoding_rna
AT1G07610	protein_coding
AT1G07613	miRNA_primary_transcript
AT1G07615	protein_coding
AT1G07617	long_noncoding_rna
AT1G07620	protein_coding
AT1G07623	long_noncoding_rna
AT1G07627	long_noncoding_rna
AT1G07630	protein_coding
AT1G07633	miRNA_primary_transcript
AT1G07637	antisense_long_noncoding_rna
AT1G07640	protein_coding
AT1G07645	protein_coding
AT1G07647	antisense_rna
AT1G07650	protein_coding
AT1G07653	antisense_long_noncoding_rna
AT1G07657	long_noncoding_rna
AT1G07660	protein_coding
AT1G07663	antisense_long_noncoding_rna
AT1G07667	antisense_long_noncoding_rna
AT1G07670	protein_coding
AT1G07673	long_noncoding_rna
AT1G07680	protein_coding
AT1G07683	long_noncoding_rna
AT1G07690	protein_coding
AT1G07693	antisense_long_noncoding_rna
AT1G07697	antisense_long_noncoding_rna
AT1G07700	protein_coding
AT1G07702	small_nucleolar_rna
AT1G07703	antisense_long_noncoding_rna
AT1G07705	protein_coding
AT1G07707	long_noncoding_rna
AT1G07710	protein_coding
AT1G07717	long_noncoding_rna
AT1G07720	protein_coding
AT1G07723	long_noncoding_rna
AT1G07725	protein_coding
AT1G07727	miRNA_primary_transcript
AT1G07728	antisense_long_noncoding_rna
AT1G07730	protein_coding
AT1G07733	antisense_long_noncoding_rna
AT1G07737	antisense_long_noncoding_rna
AT1G07740	protein_coding
AT1G07743	antisense_long_noncoding_rna
AT1G07745	protein_coding
AT1G07747	protein_coding
AT1G07750	protein_coding
AT1G07753	antisense_long_noncoding_rna
AT1G07757	antisense_rna
AT1G07760	pre_trna
AT1G07763	long_noncoding_rna
AT1G07767	long_noncoding_rna
AT1G07770	protein_coding
AT1G07773	long_noncoding_rna
AT1G07777	long_noncoding_rna
AT1G07780	protein_coding
AT1G07783	long_noncoding_rna
AT1G07787	long_noncoding_rna
AT1G07790	protein_coding
AT1G07793	long_noncoding_rna
AT1G07795	protein_coding
AT1G07800	transposable_element_gene
AT1G07803	antisense_long_noncoding_rna
AT1G07807	antisense_long_noncoding_rna
AT1G07810	protein_coding
AT1G07813	antisense_long_noncoding_rna
AT1G07820	protein_coding
AT1G07823	antisense_long_noncoding_rna
AT1G07827	small_nuclear_rna
AT1G07830	protein_coding
AT1G07833	long_noncoding_rna
AT1G07837	long_noncoding_rna
AT1G07840	protein_coding
AT1G07843	long_noncoding_rna
AT1G07847	antisense_rna
AT1G07850	protein_coding
AT1G07853	antisense_long_noncoding_rna
AT1G07857	long_noncoding_rna
AT1G07860	protein_coding
AT1G07863	long_noncoding_rna
AT1G07867	miRNA_primary_transcript
AT1G07870	protein_coding
AT1G07873	long_noncoding_rna
AT1G07877	antisense_long_noncoding_rna
AT1G07880	protein_coding
AT1G07883	small_nuclear_rna
AT1G07885	protein_coding
AT1G07887	antisense_long_noncoding_rna
AT1G07890	protein_coding
AT1G07893	antisense_long_noncoding_rna
AT1G07897	small_nucleolar_rna
AT1G07900	protein_coding
AT1G07901	protein_coding
AT1G07902	protein_coding
AT1G07903	small_nucleolar_rna
AT1G07907	long_noncoding_rna
AT1G07910	protein_coding
AT1G07913	long_noncoding_rna
AT1G07917	long_noncoding_rna
AT1G07920	protein_coding
AT1G07923	long_noncoding_rna
AT1G07927	long_noncoding_rna
AT1G07930	protein_coding
AT1G07933	antisense_long_noncoding_rna
AT1G07937	long_noncoding_rna
AT1G07940	protein_coding
AT1G07943	antisense_long_noncoding_rna
AT1G07947	long_noncoding_rna
AT1G07950	protein_coding
AT1G07957	small_nucleolar_rna
AT1G07960	protein_coding
AT1G07963	antisense_rna
AT1G07967	antisense_long_noncoding_rna
AT1G07970	protein_coding
AT1G07973	long_noncoding_rna
AT1G07977	other_rna
AT1G07980	protein_coding
AT1G07983	antisense_long_noncoding_rna
AT1G07985	protein_coding
AT1G07987	antisense_long_noncoding_rna
AT1G07990	protein_coding
AT1G07993	antisense_long_noncoding_rna
AT1G07997	antisense_long_noncoding_rna
AT1G08000	protein_coding
AT1G08003	antisense_long_noncoding_rna
AT1G08005	protein_coding
AT1G08007	long_noncoding_rna
AT1G08010	protein_coding
AT1G08013	long_noncoding_rna
AT1G08017	long_noncoding_rna
AT1G08023	long_noncoding_rna
AT1G08027	long_noncoding_rna
AT1G08030	protein_coding
AT1G08033	long_noncoding_rna
AT1G08035	protein_coding
AT1G08037	antisense_long_noncoding_rna
AT1G08040	protein_coding
AT1G08043	antisense_long_noncoding_rna
AT1G08047	antisense_long_noncoding_rna
AT1G08050	protein_coding
AT1G08053	miRNA_primary_transcript
AT1G08057	long_noncoding_rna
AT1G08060	protein_coding
AT1G08063	long_noncoding_rna
AT1G08065	protein_coding
AT1G08070	protein_coding
AT1G08073	antisense_long_noncoding_rna
AT1G08077	long_noncoding_rna
AT1G08080	protein_coding
AT1G08087	antisense_long_noncoding_rna
AT1G08090	protein_coding
AT1G08093	long_noncoding_rna
AT1G08097	long_noncoding_rna
AT1G08100	protein_coding
AT1G08103	long_noncoding_rna
AT1G08105	transposable_element_gene
AT1G08107	small_nucleolar_rna
AT1G08110	protein_coding
AT1G08113	small_nucleolar_rna
AT1G08115	small_nuclear_rna
AT1G08117	small_nucleolar_rna
AT1G08120	protein_coding
AT1G08123	small_nucleolar_rna
AT1G08125	protein_coding
AT1G08127	long_noncoding_rna
AT1G08130	protein_coding
AT1G08133	long_noncoding_rna
AT1G08135	protein_coding
AT1G08137	long_noncoding_rna
AT1G08140	protein_coding
AT1G08143	long_noncoding_rna
AT1G08147	long_noncoding_rna
AT1G08150	protein_coding
AT1G08153	long_noncoding_rna
AT1G08157	miRNA_primary_transcript
AT1G08160	protein_coding
AT1G08163	miRNA_primary_transcript
AT1G08165	protein_coding
AT1G08170	protein_coding
AT1G08173	long_noncoding_rna
AT1G08177	long_noncoding_rna
AT1G08180	protein_coding
AT1G08183	long_noncoding_rna
AT1G08187	novel_transcribed_region
AT1G08190	protein_coding
AT1G08193	long_noncoding_rna
AT1G08197	novel_transcribed_region
AT1G08200	protein_coding
AT1G08207	long_noncoding_rna
AT1G08210	protein_coding
AT1G08213	long_noncoding_rna
AT1G08217	long_noncoding_rna
AT1G08220	protein_coding
AT1G08223	long_noncoding_rna
AT1G08227	long_noncoding_rna
AT1G08230	protein_coding
AT1G08237	long_noncoding_rna
AT1G08240	pre_trna
